Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF,HElo,AElo
2026-04-11,2025,Wolfsburg,Ein Frankfurt,1,2,A,O,2.48,3.58,2.57,7.0,4.0,7.0,7.0,15,0.0,0.0,3.0,2.0,3.0,3.0,0.0,6.0,5.0,1.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,64.3,21.4,35.7,12.0,9.0,19.0,10.0,1443.5,1581.2
2026-04-11,2025,St Pauli,Bayern Munich,0,5,A,O,7.83,5.06,1.34,3.0,8.0,3.0,4.0,14,1.0,2.0,1.0,0.0,3.0,7.0,-4.0,3.0,5.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,38.5,78.6,0.0,11.0,20.0,10.0,11.0,1457.9,1819.4
2026-04-11,2025,RB Leipzig,M'gladbach,1,0,H,U,1.49,4.58,5.57,11.0,3.0,11.0,4.0,15,2.0,0.0,0.0,2.0,9.0,5.0,4.0,3.0,9.0,-6.0,6.0,-4.0,10.0,1.0,0.0,1.0,0.0,1.0,-1.0,64.3,21.4,21.4,50.0,20.0,10.0,13.0,7.0,1644.0,1498.2
2026-04-11,2025,Heidenheim,Union Berlin,3,1,H,O,2.93,3.5,2.25,3.0,3.0,3.0,5.0,15,0.0,1.0,1.0,2.0,8.0,1.0,7.0,10.0,5.0,5.0,-2.0,-4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,14.3,50.0,28.6,57.1,13.0,7.0,9.0,5.0,1406.9,1507.3
2026-04-11,2025,Dortmund,Leverkusen,0,1,A,U,1.95,3.8,3.42,1.0,4.0,5.0,5.0,15,2.0,1.0,1.0,0.0,7.0,7.0,0.0,5.0,6.0,-1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,78.6,7.1,42.9,28.6,15.0,14.0,28.0,14.0,1725.2,1685.5
2026-04-10,2025,Augsburg,Hoffenheim,2,2,D,O,3.32,3.75,2.01,8.0,4.0,4.0,4.0,15,2.0,1.0,1.0,1.0,5.0,6.0,-1.0,5.0,9.0,-4.0,0.0,-3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,42.9,35.7,50.0,21.4,15.0,15.0,12.0,16.0,1503.8,1564.5
2026-04-05,2025,Union Berlin,St Pauli,1,1,D,U,2.08,3.13,3.67,8.0,2.0,7.0,2.0,14,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,6.0,-1.0,-2.0,-5.0,3.0,0.0,0.0,0.0,1.0,2.0,-1.0,30.8,30.8,14.3,71.4,9.0,5.0,10.0,8.0,1508.8,1456.4
2026-04-05,2025,Ein Frankfurt,FC Koln,2,2,D,O,2.01,3.55,3.4,7.0,9.0,8.0,0.0,14,3.0,0.0,0.0,2.0,6.0,2.0,4.0,0.0,6.0,-6.0,6.0,-4.0,10.0,2.0,0.0,2.0,0.0,2.0,-2.0,53.8,30.8,15.4,53.8,20.0,8.0,12.0,22.0,1584.8,1456.6
2026-04-04,2025,Werder Bremen,RB Leipzig,1,2,A,O,3.42,3.85,1.93,5.0,2.0,1.0,0.0,14,1.0,2.0,2.0,1.0,2.0,4.0,-2.0,5.0,3.0,2.0,-3.0,1.0,-4.0,1.0,0.0,1.0,2.0,0.0,2.0,30.8,38.5,46.2,30.8,12.0,13.0,14.0,18.0,1509.1,1637.6
2026-04-04,2025,Stuttgart,Dortmund,0,2,A,U,2.28,3.86,2.68,3.0,3.0,5.0,2.0,14,3.0,2.0,0.0,0.0,8.0,6.0,2.0,1.0,4.0,-3.0,7.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,76.9,7.7,53.8,7.7,19.0,14.0,14.0,14.0,1640.3,1717.3
2026-04-04,2025,M'gladbach,Heidenheim,2,2,D,O,1.56,4.22,5.2,7.0,7.0,2.0,3.0,14,2.0,0.0,0.0,3.0,4.0,0.0,4.0,1.0,4.0,-3.0,3.0,-4.0,7.0,1.0,0.0,1.0,0.0,1.0,-1.0,30.8,38.5,7.7,84.6,17.0,3.0,10.0,11.0,1500.9,1404.2
2026-04-04,2025,Leverkusen,Wolfsburg,6,3,H,O,1.39,4.93,6.73,11.0,5.0,12.0,2.0,14,1.0,0.0,0.0,1.0,6.0,3.0,3.0,2.0,7.0,-5.0,4.0,-4.0,8.0,1.0,0.0,1.0,0.0,1.0,-1.0,53.8,23.1,23.1,53.8,19.0,8.0,18.0,9.0,1681.4,1447.6
2026-04-04,2025,Hoffenheim,Mainz,1,2,A,O,1.67,4.05,4.41,5.0,5.0,7.0,3.0,14,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,-3.0,2.0,-2.0,4.0,1.0,1.0,0.0,0.0,1.0,-1.0,61.5,30.8,23.1,46.2,24.0,11.0,32.0,8.0,1575.2,1553.9
2026-04-04,2025,Hamburg,Augsburg,1,1,D,U,2.22,3.41,3.07,4.0,3.0,9.0,2.0,15,0.0,1.0,2.0,2.0,2.0,4.0,-2.0,4.0,6.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,35.7,28.6,23.1,69.2,7.0,14.0,7.0,20.0,1468.8,1504.9
2026-04-04,2025,Freiburg,Bayern Munich,2,3,A,O,6.66,5.26,1.37,4.0,9.0,5.0,8.0,14,1.0,2.0,1.0,0.0,5.0,7.0,-2.0,5.0,3.0,2.0,0.0,4.0,-4.0,0.0,1.0,-1.0,0.0,0.0,0.0,53.8,15.4,76.9,0.0,21.0,19.0,14.0,7.0,1564.3,1815.6
2026-03-22,2025,St Pauli,Freiburg,1,2,A,O,2.66,3.05,2.7,5.0,6.0,3.0,2.0,13,2.0,0.0,0.0,3.0,4.0,0.0,4.0,2.0,6.0,-4.0,2.0,-6.0,8.0,0.0,0.0,0.0,0.0,2.0,-2.0,33.3,33.3,15.4,61.5,13.0,7.0,12.0,14.0,1463.8,1556.9
2026-03-22,2025,Mainz,Ein Frankfurt,2,1,H,O,2.08,3.58,3.19,5.0,4.0,5.0,3.0,14,1.0,0.0,0.0,1.0,5.0,3.0,2.0,3.0,4.0,-1.0,2.0,-1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,23.1,38.5,23.1,30.8,15.0,6.0,18.0,9.0,1542.4,1596.3
2026-03-22,2025,Augsburg,Stuttgart,2,5,A,O,3.36,3.75,1.97,7.0,8.0,2.0,5.0,14,3.0,0.0,0.0,1.0,5.0,6.0,-1.0,1.0,7.0,-6.0,4.0,-1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,46.2,30.8,38.5,38.5,14.0,15.0,15.0,15.0,1511.5,1633.7
2026-03-21,2025,Wolfsburg,Werder Bremen,0,1,A,U,2.32,3.56,2.77,4.0,3.0,8.0,4.0,14,0.0,1.0,3.0,2.0,4.0,5.0,-1.0,7.0,4.0,3.0,-3.0,1.0,-4.0,0.0,1.0,-1.0,0.0,0.0,0.0,15.4,61.5,15.4,61.5,10.0,14.0,15.0,16.0,1456.4,1500.4
2026-03-21,2025,Heidenheim,Leverkusen,3,3,D,O,5.1,4.32,1.56,5.0,5.0,2.0,5.0,14,0.0,1.0,2.0,1.0,5.0,4.0,1.0,9.0,4.0,5.0,-4.0,0.0,-4.0,0.0,0.0,0.0,2.0,0.0,2.0,15.4,53.8,46.2,30.8,12.0,10.0,17.0,14.0,1397.3,1688.2
2026-03-21,2025,FC Koln,M'gladbach,3,3,D,O,2.25,3.44,2.99,5.0,3.0,5.0,3.0,14,0.0,0.0,2.0,3.0,4.0,2.0,2.0,6.0,9.0,-3.0,-2.0,-7.0,5.0,0.0,0.0,0.0,0.0,2.0,-2.0,30.8,46.2,23.1,53.8,11.0,10.0,16.0,12.0,1455.3,1502.2
2026-03-21,2025,Dortmund,Hamburg,3,2,H,O,1.38,4.88,6.96,8.0,4.0,11.0,3.0,14,2.0,2.0,1.0,0.0,8.0,5.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,76.9,7.7,16.7,50.0,15.0,17.0,24.0,13.0,1713.3,1472.8
2026-03-21,2025,Bayern Munich,Union Berlin,4,0,H,O,1.16,7.61,13.38,9.0,1.0,12.0,1.0,14,3.0,1.0,0.0,2.0,12.0,3.0,9.0,4.0,4.0,0.0,8.0,-1.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,84.6,7.7,30.8,53.8,34.0,11.0,23.0,7.0,1812.6,1511.8
